name,world_rank,market_value,market_cap,ceo,country
ofg bancorp,"7,529",1468000000,1232000000,,puerto rico
hunan er-kang pharmaceutical co ltd,"7,530",1474000000,1188000000,,china
shenzhen tatfook technology,"7,531",1471000000,1074000000,,china
oriental bank of commerce,"7,531",7,7,,india
asian star anchor chain jiangsu,"7,532",1470000000,1012000000,,china
nantong jinghua pharmaceutical,"7,533",1469000000,688000000,,china
svi public company,"7,534",1474000000,593000000,,thailand
ci&t inc,"7,535",1473000000,,,nyse
alector,"7,536",1456000000,2186000000,,usa
yeahka limited,"7,537",1457000000,2180000000,,china
kede numerical control co ltd,"7,538",1458000000,1837000000,,china
cpn retail growth leasehold reit,"7,539",1464000000,1751000000,,thailand
usen-nextholdings,"7,540",1462000000,1689000000,,japan
palfinger ag,"7,541",1457000000,1657000000,,austria
biffa,"7,542",1460000000,1637000000,,uk
grupo de moda soma sa,"7,543",1462000000,1611000000,,brazil
brighton-best international taiwan,"7,544",1456000000,1524000000,,taiwan
as lhv group,"7,545",1462000000,1503000000,,estonia
iti,"7,546",1462000000,1482000000,,india
construcciones y auxiliar de ferrocarriles,"7,547",1457000000,1464000000,,spain
saudia dairy & foodstuff company,"7,548",1458000000,1464000000,,saudi arabia
chengdu gas group corporation ltd,"7,549",1456000000,1428000000,,china
cgn nuclear technology development,"7,550",1459000000,1329000000,,china
poco holding co ltd,"7,551",1458000000,1307000000,,china
essentra,"7,552",1464000000,1218000000,,uk
mitac holdings corporation,"7,553",1462000000,1207000000,,taiwan
sichuan jiuzhou electronic,"7,554",1455000000,1200000000,,china
dehua tb new decoration material,"7,555",1463000000,1155000000,,china
scholastic corporation,"7,556",1456000000,1143000000,,usa
novoray corporation,"7,557",1455000000,980000000,,china
shenzhen feima international supply chain,"7,558",1455000000,946000000,,china
cronos group,"7,559",1450000000,2458000000,,canada
venus medtech hangzhou,"7,560",1448000000,2210000000,,china
meridianlink inc,"7,561",1454000000,2013000000,,usa
edinburgh worldwide investment trust,"7,562",1453000000,1863000000,,uk
peabody energy corporation,"7,563",1452000000,1827000000,,usa
rover group inc,"7,564",1451000000,1827000000,,usa
topcon corporation,"7,565",1450000000,1759000000,,japan
brewin dolphin holdings,"7,566",1445000000,1664000000,,uk
zhonghang electronic measuring instruments,"7,567",1450000000,1646000000,,china
lamda development,"7,568",1452000000,1637000000,,greece
webjet,"7,569",1453000000,1572000000,,australia
globaltrans investment,"7,570",1449000000,1541000000,,cyprus
furukawa electric,"7,571",1450000000,1531000000,,japan
lovisa holdings,"7,572",1446000000,1519000000,,australia
wam capital,"7,573",1453000000,1495000000,,australia
mobvista,"7,574",1453000000,1486000000,,china
fujian longking,"7,575",1451000000,1467000000,,china
grand ming group holdings,"7,576",1447000000,1443000000,,hong kong
gold circuit electronics,"7,577",1445000000,1439000000,,taiwan
greenbrier companies,"7,578",1454000000,1428000000,,usa
bilfinger se,"7,579",1454000000,1424000000,,germany
jiangsu leike defense technology,"7,580",1452000000,1389000000,,china
investis holding sa,"7,581",1448000000,1379000000,,switzerland
houpu clean energy,"7,582",1450000000,1371000000,,china
boulder growth & income fund,"7,583",1448000000,1361000000,,usa
grupo palacio de hierro,"7,584",7,1098000000,,mexico
episil holding,"7,584",1446000000,1312000000,,taiwan
luminex corporation,"7,585",7,1098000000,,usa
accell group,"7,585",1449000000,1287000000,,netherlands
tokyo steel manufacturing,"7,586",1446000000,1270000000,,japan
delek automotive systems,"7,587",1445000000,1243000000,,israel
shenzhen special economic zone real estate & properties group co ltd,"7,588",1450000000,1174000000,,china
jiangzhong pharmaceutical co ltd,"7,589",1451000000,1150000000,,china
guangdong zhongsheng pharmaceutical,"7,590",1450000000,1117000000,,china
sdcl energy efficiency income trust,"7,591",1449000000,1104000000,,uk
tangrenshen group co ltd,"7,592",1451000000,1067000000,,china
genesis energy lp,"7,593",1453000000,997000000,,usa
freehold royalties,"7,594",1453000000,983000000,,canada
bh macro limited,"7,595",1451000000,739000000,,jersey
oscar health inc,"7,596",1444000000,3238000000,,usa
proto labs,"7,597",1439000000,2059000000,,usa
q technology group company,"7,598",1443000000,2056000000,,china
strategic education,"7,599",1442000000,1927000000,,usa
danaos corporation,"7,600",1443000000,1720000000,,greece
amara raja batteries,"7,601",1442000000,1709000000,,india
sma solar technology ag,"7,602",1435000000,1670000000,,germany
latent view analytics limited,"7,602",1439000000,,,india
fuji soft,"7,603",1435000000,1635000000,,japan
fairfax india holdings corporation,"7,604",1439000000,1616000000,,canada
hitgen inc,"7,605",1441000000,1615000000,,china
china machinery engineering corporation,"7,606",7,1091000000,,china
nagawa,"7,606",1442000000,1572000000,,japan
agta record ag,"7,606",7,7,,switzerland
yibin tianyuan group,"7,607",1444000000,1516000000,,china
redde northgate plc,"7,608",1442000000,1489000000,,uk
tellurian,"7,609",1437000000,1485000000,,usa
nippon steel trading corporation,"7,610",1441000000,1466000000,,japan
global industrial company,"7,611",1441000000,1466000000,,usa
aspen aerogels,"7,612",1439000000,1441000000,,usa
shikoku electric power company,"7,613",1440000000,1440000000,,japan
fujian yongfu power engineering,"7,614",1438000000,1415000000,,china
radius global infrastructure inc,"7,615",1439000000,1353000000,,usa
liberty braves group,"7,616",1444000000,1353000000,,usa
esr-reit,"7,617",1442000000,1348000000,,singapore
uniphar,"7,618",1443000000,1285000000,,ireland
national bank holdings corporation,"7,619",1436000000,1155000000,,usa
henan yunengholdings,"7,620",1444000000,1082000000,,china
aeva technologies inc,"7,621",1427000000,2081000000,,usa
china nonferrous mining corporation limited,"7,622",1428000000,1915000000,,china
mag silver,"7,623",1433000000,1822000000,,canada
prosegur compania de seguridad,"7,624",1432000000,1762000000,,spain
miraca holdings,"7,625",1432000000,1689000000,,japan
landcadia holdings ii,"7,625",7,1085000000,,usa
radnet,"7,626",1425000000,1669000000,,usa
asahi holdings,"7,627",1432000000,1593000000,,japan
tarkett,"7,628",1425000000,1580000000,,france
macnica fuji electronics holdings,"7,629",1432000000,1516000000,,japan
bb healthcare trust,"7,630",1431000000,1506000000,,uk
hope education group,"7,631",1433000000,1462000000,,china
suzhou victory precision manufacture,"7,632",1429000000,1430000000,,china
jilin jiutai rural commercial bank corporation limited,"7,633",1432000000,1416000000,,china
shenzhen kondarl group,"7,634",1433000000,1393000000,,china
jiangsu suzhou rural commercial bank co ltd,"7,635",1433000000,1328000000,,china
aub group,"7,636",1433000000,1295000000,,australia
dongguan aohai technology co ltd,"7,637",1430000000,1284000000,,china
china resources and environment,"7,638",1428000000,1264000000,,china
southside bancshares,"7,639",1430000000,1236000000,,usa
isras investment company ltd,"7,640",1427000000,1189000000,,israel
healthcare co ltd,"7,641",1426000000,1159000000,,china
shuyu civilian pharmacy corp ltd,"7,642",1427000000,1104000000,,china
shunfa hengye corporation,"7,643",1429000000,1080000000,,china
src energy,"7,644",7,7,,usa
kaiser china culture co ltd,"7,644",1426000000,1069000000,,china
gosuncn technology group,"7,645",1427000000,1069000000,,china
beijing highlander digital technology,"7,646",1431000000,1054000000,,china
alrov properties and lodgings,"7,647",1428000000,1036000000,,israel
alpha and omega semiconductor,"7,648",1433000000,765000000,,usa
haichang ocean park holdings ltd,"7,649",1426000000,718000000,,china
amyris inc,"7,650",1416000000,4525000000,,usa
2u,"7,651",1419000000,2763000000,,usa
m dias branco industria e comercio de alimentos,"7,652",1415000000,2029000000,,brazil
yuexiu real estate investment trust,"7,653",1419000000,1757000000,,hong kong
jiaozuo wanfang aluminum manufacturing co ltd,"7,654",1424000000,1643000000,,china
dongkuk steel mill company,"7,655",1423000000,1637000000,,south korea
ocumension therapeutics,"7,656",1421000000,1606000000,,china
marr,"7,657",1423000000,1605000000,,italy
shoucheng holdings limited,"7,658",1421000000,1602000000,,hong kong
beijing haohua energy resource,"7,659",1418000000,1584000000,,china
kenedix retail reit corporation,"7,660",1415000000,1574000000,,japan
okuma corporation,"7,661",1424000000,1531000000,,japan
heba fastighets ab publ,"7,662",1415000000,1506000000,,sweden
mk restaurant group public company,"7,663",1422000000,1492000000,,thailand
jilin jiutai rural commercial bank corporation,"7,664",1419000000,1433000000,,china
getty realty,"7,665",1424000000,1417000000,,usa
china camc engineering,"7,666",1419000000,1342000000,,china
bros eastern,"7,667",1417000000,1328000000,,china
century textiles and industries,"7,668",1416000000,1308000000,,india
shenzhen topraysolar,"7,669",1424000000,1280000000,,china
lightwave logic inc common stock,"7,670",1420000000,1210000000,,usa
anhui heli,"7,671",1424000000,1210000000,,china
guangdong lingxiao pump industry,"7,672",1416000000,1185000000,,china
merchants bancorp,"7,673",1416000000,1054999999,,usa
xiamen jihong technology,"7,674",1421000000,1004000000,,china
henan lingrui pharmaceutical,"7,675",1417000000,870000000,,china
beijing zuojiang technology co ltd,"7,676",1424000000,822000000,,china
paz oil company,"7,677",1417000000,7,,israel
genius sports limited,"7,678",1405000000,3928000000,,uk
desktop metal,"7,679",1406000000,2160000000,,usa
pros holdings,"7,680",1405000000,1919000000,,usa
vobile group limited,"7,681",1407000000,1866000000,,hong kong
ecovyst inc,"7,682",1405000000,1848000000,,usa
surgical science sweden ab publ,"7,683",1406000000,1676000000,,sweden
anyang iron and steel co ltd,"7,684",1409000000,1659000000,,china
shaanxi zhongtian rocket technology co ltd,"7,685",1413000000,1615000000,,china
fit hon teng,"7,686",1410000000,1610000000,,taiwan
centamin,"7,687",1409000000,1598000000,,uk
xior student housing nv,"7,688",1412000000,1565000000,,belgium
coats group,"7,689",1409000000,1524000000,,uk
dcm holdings,"7,690",1413000000,1501000000,,japan
vilmorin & cie sa,"7,691",1411000000,1466000000,,france
inkon life technology,"7,692",1406000000,1465000000,,china
volution group,"7,693",1412000000,1461000000,,uk
mobikwik,"7,693",7,7,,india
razorpay,"7,693",7,7,,india
4paradigm,"7,693",7,7,,china
about you,"7,693",7,7,,germany
acronis,"7,693",7,7,,switzerland
actifio,"7,693",7,7,,usa
age of learning,"7,693",7,7,,usa
airtable,"7,693",7,7,,usa
airwallex,"7,693",7,7,,china
akulaku,"7,693",7,7,,china
allbirds,"7,693",7,7,,usa
alto pharmacy,"7,693",7,7,,usa
amplitude analytics,"7,693",7,7,,usa
anduril,"7,693",7,7,,usa
ankon,"7,693",7,7,,china
aprogen,"7,693",7,7,,south korea
atom bank,"7,693",7,7,,uk
auth0,"7,693",7,7,,argentina
away,"7,693",7,7,,usa
banma,"7,693",7,7,,china
beibei,"7,693",7,7,,china
ben lai,"7,693",7,7,,china
benevolentai,"7,693",7,7,,uk
boqii,"7,693",7,7,,china
bordrin,"7,693",7,7,,china
boss zhipin,"7,693",7,7,,china
branch,"7,693",7,7,,usa
c2fo,"7,693",7,7,,usa
cabify,"7,693",7,7,,spain
calmcom,"7,693",7,7,,usa
carzone,"7,693",7,7,,china
chemao,"7,693",7,7,,china
chunyuyisheng,"7,693",7,7,,china
cjia,"7,693",7,7,,china
classpass,"7,693",7,7,,usa
clover health,"7,693",7,7,,usa
collibra,"7,693",7,7,,usa
contentsquare,"7,693",7,7,,france
cosmoplat,"7,693",7,7,,china
datarobot,"7,693",7,7,,usa
dave,"7,693",7,7,,usa
deezer,"7,693",7,7,,france
digitalocean,"7,693",7,7,,usa
dmall,"7,693",7,7,,china
docker,"7,693",7,7,,usa
doctolib,"7,693",7,7,,france
dotc united,"7,693",7,7,,china
druva,"7,693",7,7,,usa
dxy,"7,693",7,7,,china
easy life,"7,693",7,7,,china
ebanx,"7,693",7,7,,brazil
envision,"7,693",7,7,,china
ezcater,"7,693",7,7,,usa
faire,"7,693",7,7,,usa
fanli,"7,693",7,7,,china
farmers business network,"7,693",7,7,,usa
fcbox,"7,693",7,7,,china
fengshang,"7,693",7,7,,china
flash ex,"7,693",7,7,,china
flywire,"7,693",7,7,,usa
fxiaoke,"7,693",7,7,,china
g7,"7,693",7,7,,china
galaxycore,"7,693",7,7,,china
geneseeq,"7,693",7,7,,china
geo,"7,693",7,7,,china
glovo,"7,693",7,7,,spain
grammarly,"7,693",7,7,,usa
grove collaborative,"7,693",7,7,,usa
guild education,"7,693",7,7,,usa
gympass,"7,693",7,7,,brazil
haodf,"7,693",7,7,,china
highradius,"7,693",7,7,,usa
hike,"7,693",7,7,,india
hippo,"7,693",7,7,,usa
hmd,"7,693",7,7,,finland
hosjoy,"7,693",7,7,,china
hozon,"7,693",7,7,,china
huasheng,"7,693",7,7,,china
ibotta,"7,693",7,7,,usa
icarbonx,"7,693",7,7,,china
icertis,"7,693",7,7,,usa
ifood,"7,693",7,7,,brazil
ihomefnt,"7,693",7,7,,china
illumio,"7,693",7,7,,usa
instabase,"7,693",7,7,,usa
intercom,"7,693",7,7,,usa
ivalua,"7,693",7,7,,france
jiuxian,"7,693",7,7,,china
jollychic,"7,693",7,7,,china
juanpi,"7,693",7,7,,china
juma,"7,693",7,7,,china
keeptruckin,"7,693",7,7,,usa
kenscott,"7,693",7,7,,usa
kk group,"7,693",7,7,,china
knotel,"7,693",7,7,,usa
knowbox,"7,693",7,7,,china
kr space,"7,693",7,7,,china
kujiale,"7,693",7,7,,china
lalamove,"7,693",7,7,,china
leapmotor,"7,693",7,7,,china
lightricks,"7,693",7,7,,israel
linkdoc,"7,693",7,7,,china
linmon,"7,693",7,7,,china
liquid global,"7,693",7,7,,japan
loji,"7,693",7,7,,china
lookout,"7,693",7,7,,usa
luojilab,"7,693",7,7,,china
maimai,"7,693",7,7,,china
marklogic,"7,693",7,7,,usa
medbanks,"7,693",7,7,,china
mediamath,"7,693",7,7,,usa
meero,"7,693",7,7,,france
mindmaze,"7,693",7,7,,switzerland
mobvoi,"7,693",7,7,,china
momenta,"7,693",7,7,,china
moneylion,"7,693",7,7,,usa
newlink,"7,693",7,7,,china
novogene,"7,693",7,7,,china
o9 solutions,"7,693",7,7,,usa
offerup,"7,693",7,7,,usa
ola electric,"7,693",7,7,,india
omio,"7,693",7,7,,germany
orbbec,"7,693",7,7,,china
orcam technologies,"7,693",7,7,,israel
outreach,"7,693",7,7,,usa
ovo energy,"7,693",7,7,,uk
parkjockey,"7,693",7,7,,usa
pat mcgrath labs,"7,693",7,7,,usa
pendo,"7,693",7,7,,usa
perfect diary,"7,693",7,7,,china
quintoandar,"7,693",7,7,,brazil
quizlet,"7,693",7,7,,usa
red ventures,"7,693",7,7,,usa
renrenche,"7,693",7,7,,china
revolution precrafted,"7,693",7,7,,philippines
ringpai,"7,693",7,7,,china
rocket lab,"7,693",7,7,,usa
rubicon global,"7,693",7,7,,usa
scale ai,"7,693",7,7,,usa
seismic,"7,693",7,7,,usa
shanghai shizhuang information technology coltd,"7,693",7,7,,china
sila nanotechnologies,"7,693",7,7,,usa
sinocelltech,"7,693",7,7,,china
sisense,"7,693",7,7,,usa
skio,"7,693",7,7,,china
smartmi,"7,693",7,7,,china
sonder,"7,693",7,7,,usa
stockx,"7,693",7,7,,usa
sumo logic,"7,693",7,7,,usa
sumup,"7,693",7,7,,uk
symphony communication services,"7,693",7,7,,usa
taimei technology,"7,693",7,7,,china
talkdesk,"7,693",7,7,,usa
talkingdata,"7,693",7,7,,china
the honest company,"7,693",7,7,,usa
tmon,"7,693",7,7,,south korea
tradeshift,"7,693",7,7,,usa
tresata,"7,693",7,7,,usa
tricentis,"7,693",7,7,,austria
udacity,"7,693",7,7,,usa
unisound,"7,693",7,7,,china
v linker,"7,693",7,7,,china
vacasa,"7,693",7,7,,usa
vast data,"7,693",7,7,,usa
veepee,"7,693",7,7,,france
vox media,"7,693",7,7,,usa
vroom,"7,693",7,7,,usa
wecash,"7,693",7,7,,china
wifi master key,"7,693",7,7,,china
womai,"7,693",7,7,,china
wtoip,"7,693",7,7,,china
xingsheng,"7,693",7,7,,china
