name,market_capitalization_usd,price,country
nusantara pelabuhan handal,160000000,0.0,indonesia
shiftpixy,160000000,17.0,usa
spok holdings,160000000,8.0,usa
xl fleet,160000000,1.0,usa
kalvista pharmaceuticals,160000000,7.0,usa
akoustis technologies,160000000,3.0,usa
oxford square capital,160000000,3.0,usa
the beachbody company,160000000,1.0,usa
pear therapeutics,160000000,1.0,usa
riverview bancorp,160000000,8.0,usa
bg staffing,160000000,15.0,usa
identiv,160000000,7.0,usa
whole earth brands,160000000,4.0,usa
lantronix,160000000,4.0,usa
merrimack pharmaceuticals,160000000,12.0,usa
sasken technologies,160000000,11.0,india
angel oak reit,150000000,6.0,usa
startek,150000000,4.0,usa
smiledirectclub,150000000,0.0,usa
greenlight biosciences,150000000,1.0,usa
bassett furniture,150000000,17.0,usa
mister spex,150000000,5.0,germany
unifi,150000000,9.0,usa
ll flooring,150000000,5.0,usa
kempharm,150000000,5.0,usa
kossan rubber industries,150000000,0.0,malaysia
sequans communications,150000000,3.0,france
gencor industries,150000000,11.0,usa
stratus properties,150000000,19.0,usa
potbelly corporation,150000000,5.0,usa
first northwest bancorp,150000000,16.0,usa
agrofresh,150000000,3.0,usa
radcom,150000000,11.0,israel
yatra,150000000,2.0,india
ashford hospitality trust,150000000,4.0,usa
omaxe,150000000,1.0,india
alithya group,150000000,2.0,canada
cardlytics,150000000,5.0,usa
igarashi motors india,150000000,5.0,india
vera bradley,150000000,5.0,usa
aveanna healthcare,150000000,1.0,usa
richmond mutual bancorporation,150000000,13.0,usa
escalade sports,150000000,11.0,usa
rane holdings,150000000,11.0,india
ehealth,150000000,6.0,usa
bed bath & beyond,150000000,1.0,usa
the arena group,150000000,8.0,usa
hawthorn bancshares,150000000,23.0,usa
yunji,150000000,1.0,china
kitex garments,150000000,2.0,india
ads-tec energy,150000000,3.0,ireland
hive blockchain technologies,150000000,2.0,canada
vera therapeutics,150000000,5.0,usa
pkp cargo,150000000,3.0,poland
precision biosciences,150000000,1.0,usa
cleanspark,150000000,2.0,usa
prophase labs,150000000,9.0,usa
westport fuel systems,150000000,1.0,canada
sunlight financial,150000000,1.0,usa
x-legend entertainment,150000000,1.0,taiwan
mistras group,140000000,5.0,usa
ecb bancorp,140000000,16.0,usa
isbir holding,140000000,5.0,turkey
zentek,140000000,1.0,canada
kuantum papers,140000000,2.0,india
bbx capital corporation,140000000,9.0,usa
atomera,140000000,6.0,usa
glycomimetics,140000000,3.0,usa
skipper limited,140000000,1.0,india
cazoo,140000000,0.0,uk
iteris,140000000,3.0,usa
joann,140000000,4.0,usa
foseco india,140000000,23.0,india
gracell biotechnologies,140000000,2.0,china
republic first bancorp,140000000,2.0,usa
kopin corporation,140000000,2.0,usa
hanover bancorp,140000000,20.0,usa
parag milk foods,140000000,1.0,india
vroom,140000000,1.0,usa
singular genomics systems,140000000,2.0,usa
benessere capital acquisition,140000000,10.0,usa
serverworks,140000000,18.0,japan
xeris pharmaceuticals,140000000,1.0,usa
kneatcom,140000000,2.0,ireland
x4 pharmaceuticals,140000000,1.0,usa
sachem capital,140000000,3.0,usa
paysign,140000000,3.0,usa
e inc e automotive,140000000,3.0,canada
oconee federal financial,140000000,25.0,usa
chinese gamer international,130000000,2.0,taiwan
nyxoah,130000000,5.0,belgium
mict,130000000,1.0,usa
pardes biosciences,130000000,2.0,usa
thredup,130000000,1.0,usa
celularity,130000000,1.0,usa
spire global,130000000,1.0,usa
geojit financial services,130000000,1.0,india
pyrogenesis canada,130000000,1.0,canada
kulr technology,130000000,1.0,usa
starbox group,130000000,3.0,malaysia
xos,130000000,1.0,usa
doma,130000000,0.0,usa
xunlei,130000000,2.0,china
marimed,130000000,0.0,usa
aemetis,130000000,4.0,usa
sml isuzu,130000000,9.0,india
arteris,130000000,4.0,usa
adtheorent,130000000,2.0,usa
bankfinancial,130000000,10.0,usa
malvern bancorp,130000000,18.0,usa
lazydays holdings,130000000,13.0,usa
heliogen,130000000,1.0,usa
turtle beach corp,130000000,8.0,usa
redwire,130000000,2.0,usa
rico auto industries,130000000,1.0,india
milestone pharmaceuticals,130000000,4.0,canada
arc document solutions,130000000,3.0,usa
smith micro software,130000000,2.0,usa
euroseas,130000000,19.0,greece
ovid therapeutics,130000000,2.0,usa
daktronics,130000000,3.0,usa
capacit'e infraprojects,130000000,2.0,india
provident bancorp,130000000,7.0,usa
twin disc,130000000,10.0,usa
supermax corporation berhad,130000000,0.0,malaysia
inotiv,130000000,5.0,usa
altisource portfolio,130000000,8.0,luxembourg
athira pharma,130000000,3.0,usa
o2micro,130000000,4.0,cayman islands
martin midstream partners,130000000,3.0,usa
ag mortgage investment trust,120000000,6.0,usa
village farinternational,120000000,1.0,canada
americas gold and silver corp,120000000,1.0,canada
tabula rasa healthcare,120000000,5.0,usa
cellectis,120000000,3.0,france
klab,120000000,3.0,japan
loop industries,120000000,3.0,canada
citius pharmaceuticals,120000000,1.0,usa
superior industries international,120000000,5.0,usa
remark holdings,120000000,1.0,usa
glatfelter,120000000,3.0,usa
sesen bio,120000000,1.0,usa
vaxart,120000000,1.0,usa
arrival,120000000,0.0,uk
sophia genetics,120000000,2.0,switzerland
hycroft mining,120000000,1.0,usa
ptc financial services,120000000,0.0,india
northern dynasty minerals,120000000,0.0,canada
quantum,120000000,1.0,usa
allot,120000000,3.0,israel
selectquote,120000000,1.0,usa
old point financial,120000000,25.0,usa
yellow corporation,120000000,2.0,usa
ohio valley banc corp,120000000,26.0,usa
plby group playboy,120000000,3.0,usa
frequency therapeutics,120000000,4.0,usa
taysha gene therapies,120000000,2.0,usa
anixa biosciences,120000000,4.0,usa
latch,120000000,1.0,usa
nucleus software exports,120000000,5.0,india
prakash industries,120000000,1.0,india
townsquare media,120000000,7.0,usa
local bounti,120000000,1.0,usa
inflarx,120000000,3.0,germany
srikalahasthi pipes,120000000,3.0,india
paratek pharmaceuticals,120000000,2.0,usa
diebold nixdorf,120000000,2.0,usa
faze clan,120000000,2.0,usa
kap ag,120000000,16.0,germany
mangalore chemicals and fertilizers,120000000,1.0,india
offerpad,120000000,1.0,usa
d-wave quantum,120000000,1.0,canada
fonar corporation,120000000,18.0,usa
eos energy enterprises,120000000,1.0,usa
pexip,120000000,1.0,norway
coffee day enterprises,120000000,1.0,india
userjoy technology,120000000,3.0,taiwan
vinco ventures,120000000,1.0,usa
astra space,110000000,0.0,usa
societal cdmo,110000000,1.0,usa
bodal chemicals,110000000,1.0,india
naked wines,110000000,2.0,uk
peninsula energy,110000000,0.0,australia
praxis precision medicines,110000000,3.0,usa
bitfarms,110000000,1.0,canada
matinas biopharma,110000000,1.0,usa
akebia therapeutics,110000000,1.0,usa
rumbleon,110000000,7.0,usa
medicinova,110000000,2.0,usa
tattooed chef,110000000,1.0,usa
aiming inc,110000000,3.0,japan
finwise bancorp,110000000,9.0,usa
the realreal,110000000,1.0,usa
navkar corp,110000000,1.0,india
solid biosciences,110000000,6.0,usa
buzzfeed,110000000,1.0,usa
nok air,110000000,0.0,thailand
radio city,110000000,0.0,india
vbi vaccines,110000000,0.0,usa
knights group,110000000,1.0,uk
lb foster,110000000,10.0,usa
sterling tools,110000000,3.0,india
mdxhealth,110000000,7.0,belgium
anup engineering,110000000,11.0,india
lee enterprises,110000000,19.0,usa
ge power india,110000000,2.0,india
allied tecnologia,110000000,1.0,brazil
nuvectis pharma,110000000,8.0,usa
eyepoint pharmaceuticals,110000000,3.0,usa
asensus surgical,110000000,0.0,usa
usd partners,110000000,3.0,usa
xbiotech,110000000,4.0,usa
india motor parts and accessories,100000000,9.0,india
westwood holdings group,100000000,13.0,usa
quick heal,100000000,2.0,india
creepy jar,100000000,161.0,poland
citizens inc,100000000,2.0,usa
cel-sci,100000000,2.0,usa
orient paper mills,100000000,1.0,india
comscore,100000000,1.0,usa
starbreeze,100000000,0.0,sweden
kore,100000000,1.0,usa
india nippon electricals,100000000,5.0,india
pollux properti indonesia,100000000,0.0,indonesia
graphite bio,100000000,2.0,usa
union bankshares,100000000,24.0,usa
cenntro electric group,100000000,0.0,usa
the oncology institute,100000000,1.0,usa
high tide,100000000,1.0,canada
bergs timber,100000000,3.0,sweden
sylogist,100000000,4.0,canada
pulse biosciences,100000000,3.0,usa
lakeland industries,100000000,14.0,usa
talkspace,100000000,1.0,usa
bakkt holdings,100000000,1.0,usa
ci games,100000000,1.0,poland
immuneering,100000000,4.0,usa
parken sport fc copenhagen,100000000,11.0,denmark
rvl pharmaceuticals,100000000,1.0,usa
barnes & noble education,100000000,2.0,usa
us xpress enterprises,100000000,2.0,usa
sangoma technologies,100000000,5.0,canada
provident financial holdings,100000000,14.0,usa
thunderful group,100000000,1.0,sweden
red robin,100000000,6.0,usa
sarcos technology and robotics,100000000,1.0,usa
kokuyo camlin,100000000,1.0,india
capricor therapeutics,100000000,4.0,usa
ideanomics,100000000,0.0,usa
mallinckrodt pharmaceuticals,100000000,8.0,uk
sonendo,100000000,2.0,usa
park city group,99910000,5.0,usa
pixelworks,99830000,2.0,usa
lument finance trust,99230000,2.0,usa
mind medicine,99180000,3.0,usa
graham corporation,99100000,9.0,usa
terawulf,99080000,1.0,usa
relmada therapeutics,99020000,3.0,usa
verastem oncology,98740000,0.0,usa
clearside biomedical,98710000,2.0,usa
mangalam cement,98380000,4.0,india
spectrum pharmaceuticals,98000000,0.0,usa
kayak inc,97970000,6.0,japan
kronos bio,97860000,2.0,usa
ateam,97590000,5.0,japan
seanergy maritime,97500000,1.0,greece
wag group,97470000,3.0,usa
ree automotive,96760000,0.0,israel
tanzanian gold corporation,96760000,0.0,canada
ellington residential mortgage reit,96690000,7.0,usa
inseego,96090000,1.0,usa
hour loop,96010000,3.0,usa
bigbearai,95960000,1.0,usa
powerfleet,95850000,3.0,usa
sport lisboa e benfica,95640000,4.0,portugal
himatsingka seide,95530000,1.0,india
lyra therapeutics,95480000,3.0,usa
phunware,95400000,1.0,usa
fluent,95140000,1.0,usa
aura energy,95040000,0.0,australia
reading international,94950000,3.0,usa
sema4,94760000,0.0,usa
oncolytics biotech,94440000,2.0,canada
viomi technology,94270000,1.0,china
gala incorporated,93860000,4.0,japan
stabilis solutions,93770000,5.0,usa
ayr wellness,93550000,1.0,usa
nihon falcom,93460000,9.0,japan
avino silver & gold mines,93370000,1.0,canada
spero therapeutics,93190000,2.0,usa
harte hanks,93170000,12.0,usa
pieris pharmaceuticals,93000000,1.0,usa
apex frozen foods,92760000,3.0,india
vince holding,92730000,8.0,usa
lulu's fashion lounge,92660000,2.0,usa
farmer brothers,92640000,5.0,usa
infinities tech jiu zun digital,92240000,0.0,china
rigetti computing,92230000,1.0,usa
american resources corp,92060000,1.0,usa
cbak energy,91660000,1.0,china
pedevco,91360000,1.0,usa
macrowell omg digital entertainment,91340000,3.0,taiwan
atossa therapeutics,91050000,1.0,usa
appharvest,91040000,1.0,usa
advent technologies,91020000,2.0,usa
mainz biomed,90870000,6.0,germany
akili,90370000,1.0,usa
bliss gvs pharma,90080000,1.0,india
apyx medical,89260000,3.0,usa
sonida senior living,88820000,13.0,usa
aeye,88660000,1.0,usa
bragg gaming group,88550000,4.0,canada
grove collaborative,88300000,0.0,usa
sino-entertainment technology,87960000,0.0,china
airasia,87960000,1.0,malaysia
wetrade group,87790000,0.0,china
alligator energy,87000000,0.0,australia
scienjoy,86610000,2.0,china
cytosorbents,86390000,2.0,usa
don't nod entertainment,86110000,10.0,france
lifeway foods,85990000,6.0,usa
fortress biotech,85800000,1.0,usa
mynaric,85690000,4.0,germany
velan,85690000,4.0,canada
titan medical,85220000,1.0,canada
modiv,85170000,11.0,usa
orion-group-holdings,84940000,3.0,usa
flotek industries,84480000,1.0,usa
crooz,84260000,8.0,japan
seelos therapeutics,84110000,1.0,usa
3i infotech,83940000,1.0,india
charlotte's web,83750000,1.0,usa
flexsteel industries,83580000,16.0,usa
trilogy metals,83480000,1.0,canada
jay bharat maruti,83450000,2.0,india
dare bioscience,82700000,1.0,usa
instil bio,82230000,1.0,usa
electra meccanica,82030000,1.0,canada
sono,81560000,1.0,germany
carrols restaurant group,81500000,2.0,usa
ebixcash india,81500000,7.0,india
lmp automotive holdings,80720000,7.0,usa
rekor systems,80430000,1.0,usa
akatsuki corp,79730000,2.0,japan
jianzhi education technology group,79320000,1.0,china
mesa air,79300000,2.0,usa
compugen,78880000,1.0,israel
co-diagnostics,78840000,3.0,usa
neovolta,78820000,2.0,usa
reliance communications,78790000,0.0,india
smart sand,78780000,2.0,usa
volta,78690000,0.0,usa
kins technology group,78530000,10.0,usa
acres commercial realty,78470000,9.0,usa
nrx pharmaceuticals,78460000,1.0,usa
delta apparel,78410000,11.0,usa
gulf island fabrication,78340000,5.0,usa
bloober team,77860000,4.0,poland
venator materials,77790000,1.0,uk
protalix biotherapeutics,77510000,2.0,israel
kaixin auto,76940000,0.0,china
cave interactive,76670000,13.0,japan
akumin,76210000,1.0,canada
yuke's,76100000,9.0,japan
bjorn borg,75550000,3.0,sweden
atari,75310000,0.0,france
longeveron,75030000,4.0,usa
asian granito india,74990000,1.0,india
xilio therapeutics,74650000,3.0,usa
orchard therapeutics,73480000,1.0,uk
sotherly hotels,73190000,2.0,usa
ss lazio,72740000,1.0,italy
atyr pharma,72520000,3.0,usa
nn inc,72380000,2.0,usa
embark technology,72130000,3.0,usa
io biotech,72030000,3.0,denmark
syros pharmaceuticals,72000000,4.0,usa
broccoli,71980000,8.0,japan
quicklogic,71720000,5.0,usa
wrap technologies,71550000,2.0,usa
feiyu technology international company,71490000,0.0,china
momentus,71310000,1.0,usa
iris energy,70370000,1.0,australia
spencer's retail,69980000,1.0,india
laramide resources,69830000,0.0,canada
forsys metals,69710000,0.0,canada
senti biosciences,69290000,2.0,usa
superior resources,68930000,0.0,australia
dirtt environmental solutions,68930000,1.0,canada
owlet,68910000,1.0,usa
elevate uranium,68840000,0.0,australia
genprex,68670000,1.0,usa
regis corporation,68300000,2.0,usa
enzo biochem,68200000,1.0,usa
emagin,68040000,1.0,usa
argo blockchain,67850000,1.0,uk
vapotherm,67830000,3.0,usa
galectin therapeutics,67740000,1.0,usa
beyondspring,67730000,2.0,usa
geechs,67610000,6.0,japan
bird global,67300000,0.0,usa
accelerate diagnostics,67230000,1.0,usa
rane brake lining,67110000,9.0,india
know labs,65970000,1.0,usa
energous,65830000,1.0,usa
gan,65580000,2.0,uk
imagineer,65300000,7.0,japan
vista gold,65170000,1.0,usa
great elm capital,64780000,9.0,usa
tiziana life sciences,64420000,1.0,uk
culp,64410000,5.0,usa
wejo group,64380000,1.0,uk
dermtech,64350000,2.0,usa
ati physical therapy,64220000,0.0,usa
synlogic,64180000,1.0,usa
adverum biotechnologies,63930000,1.0,usa
express,63640000,1.0,usa
vtv therapeutics,63540000,1.0,usa
cheetah mobile,63350000,2.0,china
curis,63120000,1.0,usa
aterian,62790000,1.0,usa
manhattan bridge capital,62760000,5.0,usa
mag interactive,62740000,2.0,sweden
synchronoss,62690000,1.0,usa
viracta therapeutics,62640000,2.0,usa
nectar lifesciences,62480000,0.0,india
enochian biosciences,62480000,1.0,usa
surface oncology,62350000,1.0,usa
gamesparcs,62080000,1.0,taiwan
root insurance,62040000,4.0,usa
asp isotopes,61840000,2.0,usa
popreach,61830000,0.0,canada
sunworks,61570000,2.0,usa
immunic,61210000,1.0,usa
logan ridge finance,61180000,23.0,usa
retractable technologies,60930000,2.0,usa
aeria,60870000,3.0,japan
mega uranium,60810000,0.0,canada
nano labs,60760000,1.0,china
augmedix,60640000,2.0,usa
lantern pharma,60450000,6.0,usa
bit digital,60370000,1.0,usa
orion energy systems,60290000,2.0,usa
polishedcom,59970000,1.0,usa
wayi international digital entertainment,59920000,3.0,taiwan
the marygold companies,59540000,2.0,usa
jounce therapeutics,58930000,1.0,usa
xebec adsorption,58690000,0.0,canada
aptose biosciences,58120000,1.0,canada
pestech cambodia,57460000,1.0,cambodia
brainstorm cell therapeutics,57370000,2.0,usa
gaia,57210000,3.0,usa
addentax group,57210000,2.0,china
ncs multistage,57200000,24.0,usa
unitech group,57040000,0.0,india
spruce biosciences,57010000,2.0,usa
hydrofarm,56910000,1.0,usa
sporting clube de portugal,56430000,1.0,portugal
snail inc,55720000,2.0,china
elevate credit,55610000,2.0,usa
sellas life sciences,55580000,3.0,usa
petropavlovsk,55500000,1.0,uk
magic empire global giraffe capital,55400000,3.0,hong kong
balaji telefilms,55310000,1.0,india
freightcar america,55240000,3.0,usa
geospace technologies,54940000,4.0,usa
pavmed,54810000,1.0,usa
nucana,54800000,1.0,uk
allied esports,54320000,1.0,usa
hinduja ventures,54120000,2.0,india
aquabounty,54030000,1.0,usa
biolargo,53980000,0.0,usa
scynexis,53880000,2.0,usa
abeona therapeutics,53240000,3.0,usa
rapid micro biosystems,52910000,1.0,usa
mobile factory,52390000,7.0,japan
virtra,52090000,5.0,usa
therapeuticsmd,52060000,6.0,usa
neovasc,52040000,19.0,canada
rewalk robotics,51400000,1.0,israel
indonesia energy,50810000,5.0,indonesia
