name,rank,market_cap,country,share_price,change_1_day,change_1_year,categories
rhythm pharmaceuticals,4029,1650000000,usa,29,-0.91%,302.19%,"pharmaceuticals, biotech"
nokian tyres,4028,1650000000,finland,11,-0.54%,-66.56%,tires
getty realty,4027,1650000000,usa,35,1.60%,22.34%,"real estate, investment, reits"
piramal pharma,4026,1650000000,india,1,-0.35%,,"pharmaceuticals, biotech"
aar,4025,1660000000,usa,48,0.33%,21.01%,
liveramp,4024,1660000000,usa,24,3.01%,-41.58%,"software, tech"
brinker international,4023,1660000000,usa,37,5.68%,15.15%,
montauk renewables,4022,1660000000,usa,11,4.04%,10.90%,"energy, renewable energy, biofuel"
talos energy,4021,1660000000,usa,20,0.55%,106.34%,"energy, oil&gas"
tf1,4020,1660000000,france,7,0.98%,-18.21%,"media/press, entertainment"
knowles,4019,1660000000,usa,18,2.06%,-16.18%,"electronics, manufacturing"
tenneco,4018,1660000000,usa,19,0.00%,90.38%,automotive suppliers
madison square garden,4017,1660000000,usa,48,2.11%,-30.62%,
nabors industries,4016,1670000000,,177,1.91%,79.40%,"oil&gas, energy"
establishment labs,4015,1670000000,,68,4.64%,26.17%,medical devices
exchange income corporation,4014,1670000000,canada,39,0.23%,16.82%,"airlines, transportation, travel"
custom truck one source,4013,1670000000,usa,6,3.03%,-7.87%,
eqb equitable bank,4012,1670000000,canada,44,0.91%,-20.70%,"banks, financial services"
bank fur tirol und vorarlberg,4011,1670000000,,45,0.00%,28.83%,"banks, financial services"
savills,4010,1670000000,uk,11,1.79%,-40.76%,real estate
laureate education,4009,1670000000,usa,10,3.88%,-8.63%,education
bank danamon,4008,1670000000,indonesia,0,0.00%,6.25%,"banks, financial services"
zhejiang jinke tom culture industry,4007,1680000000,china,0,1.26%,-45.45%,"video games, entertainment"
hain celestial,4006,1680000000,usa,18,3.34%,-47.87%,food
dormakaba,4005,1680000000,switzerland,403,1.77%,-29.69%,security & protection services
cohu,4004,1680000000,usa,35,1.37%,11.88%,"semiconductors, tech"
redefine properties,4003,1680000000,south africa,0,-1.43%,0.00%,"real estate, reits, investment"
wustenrot & wurttembergische,4002,1690000000,germany,18,-1.54%,-12.80%,
hanmi pharmaceutical,4001,1690000000,south korea,24,3.18%,-38.76%,pharmaceuticals
fb financial,3984,1710000000,usa,36,1.50%,-14.16%,"banks, financial services"
forgerock,3983,1710000000,usa,19,0.35%,33.04%,"software, tech"
superior plus,3982,1710000000,canada,8,0.71%,-13.79%,"oil&gas, energy, utility companies"
indiamart,3981,1710000000,india,56,1.56%,-31.87%,"e-commerce, internet, tech"
air new zealand,3980,1710000000,new zealand,0,0.00%,-50.29%,"airlines, travel, transportation"
verona pharma,3979,1710000000,uk,22,-1.30%,256.36%,"pharmaceuticals, biotech"
idfc,3978,1710000000,india,1,0.06%,28.92%,financial services
ballard power systems,3977,1720000000,canada,5,5.10%,-41.42%,hydrogen fuel cell
dcm shriram,3976,1720000000,india,11,0.33%,-22.18%,"chemicals, agriculture"
aktieselskabet schouw & co,3975,1720000000,denmark,72,-0.70%,-14.76%,conglomerate
oxford industries,3974,1720000000,usa,109,3.61%,24.22%,clothing
hph trust hutchison port,3973,1720000000,singapore,0,0.51%,-17.50%,"ports, infrastructure"
chemometec,3972,1720000000,denmark,93,1.42%,-4.60%,"scientific & technical instruments, biotech"
sappi,3971,1720000000,south africa,3,-1.26%,20.88%,pulp and paper
procept biorobotics,3970,1720000000,usa,38,0.08%,122.99%,"robotics, medical devices"
great portland estates,3969,1720000000,uk,6,-1.64%,-36.27%,"real estate, investment, reits"
xencor,3968,1720000000,usa,28,-0.38%,-15.85%,
first national financial,3967,1720000000,canada,28,0.29%,-16.14%,financial services
radico khaitan,3966,1720000000,india,12,-1.46%,-13.56%,"alcoholic beverages, beverages"
tav airports holding,3965,1720000000,turkey,4,0.45%,72.92%,"airports, infrastructure"
world fuel services,3964,1720000000,usa,27,0.43%,3.75%,energy
criteo,3963,1730000000,france,28,2.39%,-16.33%,"advertising, telecommunication, tech"
getty images,3962,1730000000,usa,5,2.50%,-46.01%,"tech, internet"
dsme daewoo shipbuilding,3961,1730000000,south korea,16,3.90%,-9.46%,
granite construction,3960,1730000000,usa,39,1.10%,10.26%,"building materials, construction"
flex lng,3959,1730000000,,32,1.76%,75.31%,"transportation, maritime transportation"
hexaware technologies,3958,1740000000,india,5,0.00%,-8.39%,professional services
nuvalent,3957,1740000000,usa,30,-5.65%,150.24%,"pharmaceuticals, biotech"
target hospitality,3956,1740000000,usa,17,0.28%,458.57%,hospitality
great eagle,3955,1740000000,hong kong,2,1.22%,-14.91%,real estate
mahincie,3954,1740000000,india,4,-1.90%,57.88%,automotive suppliers
h&e equipment services,3953,1740000000,usa,48,1.56%,16.71%,rental & leasing services
ironwood pharmaceuticals,3952,1750000000,usa,11,1.15%,3.82%,pharmaceuticals
hillman solutions,3951,1750000000,usa,9,2.16%,0.11%,
ttm technologies,3950,1750000000,usa,17,2.63%,20.45%,electronics
brf,3949,1750000000,brazil,1,4.64%,-62.74%,
northwest bank,3948,1750000000,usa,13,0.51%,-3.29%,"banks, financial services"
bukalapakcom,3947,1750000000,indonesia,0,-0.77%,-33.33%,"internet, e-commerce, retail, tech"
fila,3946,1750000000,south korea,29,2.84%,10.58%,"footwear, clothing"
diversey,3945,1760000000,uk,5,2.65%,-49.58%,
tokai carbon,3944,1760000000,japan,8,1.91%,-21.44%,
addus homecare,3943,1760000000,usa,109,2.42%,41.87%,
peyto exploration & development,3942,1760000000,canada,10,0.73%,36.21%,"oil&gas, energy"
toyo tire,3941,1760000000,japan,11,0.41%,-21.69%,tires
shaftesbury,3940,1760000000,uk,4,-0.53%,-46.81%,"real estate, investment, reits"
springworks therapeutics,3939,1770000000,usa,28,1.39%,-47.66%,"pharmaceuticals, biotech"
aavas financiers,3938,1770000000,india,22,-0.95%,-40.91%,financial services
freehold royalties,3937,1770000000,canada,11,0.96%,23.46%,"oil&gas, energy"
close brothers group,3936,1770000000,uk,11,-10.54%,-33.47%,"banks, financial services"
almirall,3935,1780000000,spain,9,-1.26%,-20.57%,"pharmaceuticals, biotech"
stock yards bancorp,3934,1780000000,usa,60,0.94%,-0.64%,"banks, financial services"
arvinas,3933,1780000000,usa,33,-0.42%,-50.02%,"biotech, pharmaceuticals"
veracyte,3932,1780000000,usa,24,3.97%,-7.68%,
grafton group,3931,1780000000,ireland,7,-4.75%,,building materials
jyp entertainment,3930,1780000000,south korea,54,0.00%,,entertainment
olav thon,3929,1790000000,norway,17,-1.13%,-19.98%,real estate
zeta global,3928,1790000000,usa,8,-0.12%,7.83%,"advertising, software, tech"
tg therapeutics,3927,1790000000,usa,12,4.40%,-9.06%,
pfeiffer vacuum,3926,1790000000,germany,181,-0.95%,-7.33%,
jenoptik,3925,1790000000,germany,31,-1.50%,-14.39%,"engineering, scientific & technical instruments"
taskus,3924,1790000000,usa,18,3.72%,-36.12%,professional services
tabcorp,3923,1790000000,australia,0,1.35%,-78.18%,"gambling, entertainment"
redington india,3922,1790000000,india,2,-1.69%,6.98%,
storagevault canada,3921,1790000000,canada,4,0.31%,-8.64%,real estate
alamo group,3920,1790000000,usa,150,2.70%,1.51%,"agriculture, machinery manufacturing, manufacturing"
winnebago industries,3919,1790000000,usa,58,3.62%,-3.82%,
sonic automotive,3918,1800000000,usa,49,1.19%,7.32%,
cannae holdings,3917,1800000000,usa,23,1.49%,-24.20%,
northwest healthcare properties reit,3916,1800000000,canada,7,0.60%,-29.33%,"healthcare, real estate, investment, reits"
sandstorm gold,3915,1800000000,canada,6,2.72%,-1.14%,"mining, gold mining"
evercommerce,3914,1800000000,usa,9,4.24%,-17.33%,"internet, software, tech"
hongkong and shanghai hotels,3913,1800000000,hong kong,1,0.00%,4.76%,"hotels, travel"
hercules capital,3912,1800000000,usa,13,1.76%,-18.28%,financial services
arhaus,3911,1800000000,usa,12,4.87%,50.23%,"furniture, retail"
syndax pharmaceuticals,3910,1810000000,usa,26,0.99%,64.95%,"pharmaceuticals, biotech"
trainline,3909,1810000000,uk,3,1.57%,16.25%,"travel, internet, tech"
pigeon,3908,1810000000,japan,15,-1.06%,-26.61%,
enterprise financial services corp,3907,1810000000,usa,48,1.33%,3.49%,"banks, financial services"
forbo holding,3906,1810000000,switzerland,1,0.68%,-34.52%,building materials
ingles markets,3905,1810000000,usa,95,0.91%,25.65%,"supermarket chains, retail"
altus group,3904,1810000000,canada,40,0.20%,-20.48%,real estate
nbt bancorp,3903,1810000000,usa,42,1.17%,8.26%,"banks, financial services"
vertex,3902,1820000000,usa,12,1.25%,-9.87%,"software, tech"
labrador iron ore royalty corp,3901,1820000000,canada,28,0.82%,-5.06%,"steel producers, steel industry"
green plains,3884,1840000000,usa,31,3.22%,3.53%,"biofuel, renewable energy"
commscope,3883,1840000000,usa,8,0.00%,0.00%,telecommunications equipment
immunitybio,3882,1840000000,usa,4,1.99%,-14.94%,"biotech, pharmaceuticals"
century communities,3881,1840000000,usa,58,2.23%,-10.25%,construction
immofinanz,3880,1850000000,,13,-1.12%,-47.88%,real estate
compass minerals,3879,1850000000,usa,45,0.92%,-12.99%,mining
pagegroup,3878,1850000000,uk,5,1.73%,-29.88%,"staffing & employment services, professional services"
materion,3877,1850000000,usa,90,1.80%,7.76%,
rws holdings,3876,1850000000,uk,4,0.26%,-33.80%,professional services
secure energy services,3875,1850000000,canada,5,0.88%,29.09%,"energy, oil&gas"
n-able,3874,1850000000,usa,10,5.98%,3.01%,"software, tech"
moneta money bank,3873,1850000000,,3,0.46%,-15.68%,"banks, financial services"
wabco india,3872,1850000000,india,97,-0.42%,-14.25%,automotive suppliers
icf international,3871,1850000000,usa,98,2.52%,-1.88%,professional services
phreesia,3870,1850000000,usa,35,2.50%,14.26%,"software, tech"
paradox interactive,3869,1860000000,sweden,17,0.83%,-11.10%,"video games, tech, entertainment"
mueller water products,3868,1860000000,usa,11,0.93%,-7.95%,
intapp,3867,1860000000,usa,29,5.30%,58.27%,"software, tech, financial services"
genesis energy,3866,1860000000,new zealand,1,2.22%,-7.37%,"electricity, utility companies, oil&gas, energy"
goodman property trust,3865,1860000000,new zealand,1,0.24%,-22.22%,"reits, real estate, investment"
stonex group,3864,1860000000,usa,91,-0.77%,47.96%,financial services
parex resources,3863,1860000000,canada,17,2.46%,-11.40%,"oil&gas, energy"
cj group,3862,1860000000,south korea,68,-2.40%,2.76%,conglomerate
viaplay group,3861,1860000000,sweden,22,0.77%,-46.16%,"media/press, entertainment"
nmi holdings,3860,1860000000,usa,22,1.22%,-6.06%,insurance
interdigital,3859,1860000000,usa,62,1.32%,-7.10%,
rpc,3858,1860000000,usa,8,0.00%,59.04%,"oil&gas, oil & gas equipment & services, energy"
shinsegae,3857,1860000000,south korea,189,-0.42%,-5.63%,
rlj lodging trust,3856,1860000000,usa,11,2.23%,-17.47%,"real estate, investment, reits"
primary health properties,3855,1870000000,uk,1,1.63%,-30.10%,"medical care facilities, real estate, investment, reits"
diamondrock hospitality company,3854,1870000000,usa,8,2.77%,-3.26%,"real estate, investment, reits"
urban edge properties,3853,1870000000,usa,15,1.12%,-15.99%,"real estate, investment, reits"
robertet,3852,1870000000,france,846,0.00%,-13.85%,
aj bell,3851,1870000000,uk,4,0.76%,-9.09%,"financial services, investment"
lenzing,3850,1870000000,,69,-1.24%,-46.28%,
tilray,3849,1870000000,canada,3,3.39%,-47.32%,"pharmaceuticals, biotech, cannabis"
fibrogen,3848,1870000000,usa,19,4.44%,44.57%,
zug estates holding,3847,1870000000,switzerland,1,-1.10%,-9.19%,real estate
telenet,3846,1870000000,belgium,16,1.26%,-56.82%,telecommunication
lakeland financial corp,3845,1870000000,usa,74,0.75%,-7.18%,"banks, financial services"
green thumb industries,3844,1880000000,usa,7,-1.30%,-58.54%,cannabis
brp group,3843,1880000000,usa,30,1.22%,6.61%,insurance
oceaneering international,3842,1880000000,usa,18,1.24%,52.23%,"engineering, professional services"
nustar energy,3841,1880000000,usa,17,1.97%,6.01%,
babcock international group,3840,1880000000,uk,3,0.40%,-17.49%,engineering
nagarro,3839,1880000000,germany,133,0.98%,-25.15%,"it services, professional services, software, tech"
e2open,3838,1880000000,usa,6,2.46%,-24.24%,"software, tech"
golden ocean group,3837,1880000000,,9,2.39%,14.03%,"transportation, maritime transportation"
caretrust reit,3836,1890000000,usa,19,1.14%,-8.62%,"real estate, investment, reits"
csw industrials,3835,1890000000,usa,122,1.12%,6.45%,
toho gas,3834,1890000000,japan,18,-1.36%,-29.68%,"oil&gas, utility companies, energy"
hornbach baumarkt,3833,1890000000,germany,59,0.00%,,retail
national aluminum & alloy,3832,1890000000,india,1,-1.76%,-28.97%,aluminum
canadian western bank,3831,1890000000,canada,20,0.33%,-34.89%,"banks, financial services"
comfortdelgro,3830,1900000000,singapore,0,1.75%,-13.73%,transportation
pampa energia,3829,1900000000,,34,4.17%,84.07%,"energy, electricity, utility companies"
digitalbridge group,3828,1900000000,usa,11,2.75%,60.27%,"real estate, investment, reits"
peab,3827,1900000000,sweden,6,1.22%,-44.53%,"construction, engineering"
tanger factory outlet centers,3826,1910000000,usa,18,2.57%,1.95%,"real estate, investment, reits"
international seaways,3825,1910000000,usa,39,1.67%,183.22%,"transportation, maritime transportation"
formosa sumco technology,3824,1910000000,taiwan,4,0.34%,-48.05%,"semiconductors, tech, tech hardware"
turkiye kalknma,3823,1910000000,turkey,0,2.78%,-39.84%,
lotte corporation,3822,1910000000,south korea,27,0.75%,15.92%,conglomerate
masonite,3821,1910000000,usa,86,2.43%,-12.59%,
cargurus,3820,1910000000,usa,16,2.02%,-45.67%,
kymera therapeutics,3819,1920000000,usa,35,5.55%,-7.99%,"pharmaceuticals, biotech"
pactiv evergreen,3818,1920000000,usa,10,-0.28%,-5.92%,packaging
retail opportunity investments,3817,1920000000,usa,15,2.12%,-15.32%,"real estate, investment, reits"
vector group,3816,1920000000,usa,12,1.39%,7.34%,tobacco
mercury general,3815,1920000000,usa,34,1.34%,-33.15%,insurance
victrex,3814,1920000000,uk,21,1.15%,-27.81%,chemicals
ventyx biosciences,3813,1930000000,usa,34,0.59%,129.97%,"pharmaceuticals, biotech"
arcbest,3812,1930000000,usa,79,4.36%,-6.62%,transportation
bread financial,3811,1930000000,usa,38,7.43%,-39.82%,financial services
biocryst pharmaceuticals,3810,1930000000,usa,10,3.90%,-24.53%,"pharmaceuticals, biotech"
colbun,3809,1940000000,chile,0,1.69%,37.50%,"utility companies, electricity, energy"
energix renewable energies,3808,1940000000,israel,3,-1.87%,-8.27%,"energy, renewable energy, electricity"
krispy kreme,3807,1940000000,usa,11,-1.19%,-19.28%,food
burford capital,3806,1940000000,,8,1.72%,-3.16%,financial services
eutelsat,3805,1940000000,france,7,1.79%,-39.23%,telecommunication
3r petroleum,3804,1950000000,brazil,9,3.48%,44.13%,"oil&gas, energy"
exide industries,3803,1950000000,india,2,-1.58%,-2.95%,"batteries, electricity, manufacturing"
eve air mobility,3802,1950000000,usa,7,1.24%,,"aircraft manufacturers, manufacturing"
lifestance health group,3801,1950000000,usa,5,2.96%,-31.18%,"healthcare, telehealth, internet, tech"
warrior met coal,3784,1970000000,usa,38,2.32%,48.20%,"mining, coal mining"
coursera,3783,1980000000,usa,13,1.81%,-30.18%,"education, internet, tech"
usa compression partners,3782,1980000000,usa,20,0.62%,25.90%,
signa sports united,3781,1980000000,germany,5,0.59%,-39.00%,"e-commerce, internet, tech, retail, sports goods"
formfactor,3780,1980000000,usa,25,3.65%,-36.70%,
curevac,3779,1990000000,germany,10,1.06%,-44.15%,"mrna therapeutics, pharmaceuticals, biotech"
liberty latin america,3778,1990000000,usa,9,1.77%,-11.30%,telecommunication
gogo inflight internet,3777,1990000000,usa,15,2.01%,29.54%,telecommunication
alfen,3776,1990000000,netherlands,89,0.76%,21.89%,
flagstar bank,3775,2000000000,usa,37,1.16%,-20.01%,
pets at home,3774,2000000000,uk,4,1.42%,-28.42%,retail
canfor,3773,2000000000,canada,16,3.84%,-28.90%,
boardwalk real estate investment trust,3772,2000000000,canada,39,0.92%,-7.69%,"real estate, investment, reits"
the cheesecake factory,3771,2000000000,usa,39,4.14%,9.83%,"food, restaurant chains"
seadrill,3770,2000000000,,40,0.22%,,"oil&gas, energy"
expro group,3769,2000000000,usa,18,2.44%,28.19%,"oil&gas, energy, oil & gas equipment & services"
delek logistics partners,3768,2009999999,usa,46,-2.91%,8.25%,"oil&gas, energy, oil & gas equipment & services"
nuvista energy,3767,2009999999,canada,8,0.42%,45.78%,"oil&gas, energy"
renasant corp,3766,2009999999,usa,36,1.58%,-3.77%,"banks, financial services"
victory capital,3765,2020000000,usa,29,2.97%,-5.90%,investment
aliansce sonae shopping centers,3764,2020000000,brazil,3,-1.81%,-12.79%,real estate
allscripts,3763,2020000000,usa,18,0.65%,7.93%,"healthcare, it services, professional services, tech"
ziprecruiter,3762,2020000000,usa,18,1.66%,-8.33%,"staffing & employment services, internet, tech"
contourglobal,3761,2020000000,uk,3,0.20%,22.31%,"energy, electricity"
trustmark,3760,2020000000,usa,33,1.22%,1.22%,"banks, financial services"
air transport services group,3759,2020000000,usa,27,1.09%,7.31%,"airlines, travel, transportation"
frontdoor,3758,2020000000,usa,24,4.27%,-30.56%,
constellium,3757,2029999999,france,14,2.40%,-21.16%,
usiminas,3756,2029999999,brazil,1,2.73%,-44.37%,"steel producers, steel industry"
sylvamo,3755,2029999999,usa,46,1.05%,51.53%,pulp and paper
dave & buster's,3754,2029999999,usa,42,2.76%,23.93%,"restaurant chains, entertainment"
assura plc,3753,2029999999,uk,0,1.74%,-25.27%,"real estate, investment, reits, medical care facilities"
peptidream,3752,2029999999,japan,15,-0.25%,-19.80%,pharmaceuticals
tata teleservices,3751,2029999999,india,1,-1.91%,-59.85%,telecommunication
sonae,3750,2029999999,portugal,1,0.16%,-8.70%,conglomerate
momo,3749,2029999999,china,10,2.59%,12.95%,internet
winpak,3748,2040000000,canada,31,-0.07%,7.93%,packaging
delek group,3747,2040000000,israel,111,-2.66%,-98.91%,"energy, infrastructure, conglomerate"
silk road medical,3746,2040000000,usa,53,1.48%,68.79%,medical devices
playtech,3745,2040000000,,6,1.48%,-15.23%,"video games, tech, gambling, entertainment, internet"
ramco cements,3744,2040000000,india,8,-1.06%,-31.35%,"cement, building materials"
cricut,3742,2049999999,usa,9,3.80%,-51.54%,
breville group,3741,2049999999,australia,14,-1.10%,-26.23%,home & kitchen appliances
alony hetz,3740,2049999999,israel,11,-1.79%,-38.27%,"real estate, investment"
transmedics group,3739,2049999999,usa,64,5.13%,339.71%,medical devices
helios technologies,3738,2049999999,usa,63,4.40%,-19.82%,manufacturing
payoneer,3737,2049999999,usa,5,0.69%,11.81%,"financial services, tech"
