name,headquarters,number_of_employees,address,industry,website,market_cap,telephone,revenue
old republic international corp,united states of america,"9,600","307 n michigan ave, chicago, illinois, 60601",financial services,www.oldrepublic.com,7,1 312 3468100,8
pou chen corp,taiwan,"326,011","no.600, section 4, taiwan boulevard, xitun district, taichung, 407",consumer packaged goods,www.pouchen.com,3,886 42 4615678,8
ace hardware corp,united states of america,"10,500","2200 kensington court, oak brook, illinois, 60523",retailing,www.acehardware.com,,1 630 9906600,8
expedia group inc,united states of america,"14,800","1111 expedia group way w, seattle, washington, 98119-1111",leisure and arts,www.expediagroup.com/home/default.aspx,16,1 206 4817200,8
samvardhana motherson international ltd,india,"73,146","c-14 a&b, sector-1, noida, 201301",automotive,www.motherson.com,6,91 120 6752100,8
benteler international ag,austria,"23,319","schillerstrae 25-27, salzburg city, 5020",automotive,www.benteler.com,,4366222830,8
china yangtze power co ltd,china,"7,707","block b, focus place, no. 19, financial street, xicheng district, beijing, 100033",alternative energy,www.cypc.com.cn,69,86 10 58688900,8
ulta beauty inc,united states of america,"16,500","suite 120, 1000 remington boulevard, bolingbrook, illinois, 60440",retailing,www.ulta.com,25,1 630 4104800,8
ufp industries inc,united states of america,"15,000","2801 east beltline ne, grand rapids, michigan, 49525",construction,www.ufpi.com,5,1 616 3646161,8
royal bam group nv,netherlands,"15,739","runnenburg 9, bunnik, 3981az",construction,www.bam.com/nl,726,31 30 6598988,8
deutsche bank wealth management,germany,"28,100","taunusanlage 12, frankfurt, hessen, 60325",financial services,www.deutschewealth.com,,49 69 91022169,8
lotte corp,south korea,"4,845","lotte world tower, 300, olympic-ro, songpa-gu, seoul, 05551",retailing,www.lotte.co.kr,2,82 2 7507114,8
ovintiv inc,united states of america,"1,713","370 - 17th street, suite 1700, denver, colorado, 80202",energy and utilities,www.ovintiv.com,11,1 303 6232300,8
hal trust,monaco,"33,704","5 avenue des citronniers, monaco, 98000",financial services,www.halholding.com,12,377 9 2167579,8
sm investments corp,philippines,383,"one e-com center, 10th floor, mall of asia complex,cbp-1a,harbor drive, pasay, 1300",retailing,www.sminvestments.com,20,63 2 88570100,8
kerry group plc,ireland,"25,195","prince's street, tralee, v92eh11",ingredients,www.kerrygroup.com,16,353 66 7182000,8
sirius xm holdings inc,united states of america,"5,590","1290 avenue of the americas fl 11, new york, 10104-0051",media,www.siriusxm.com/corporate,22,1 212 5845100,8
pt gudang garam tbk,indonesia,"32,808","jl. jend. a. yani no. 75-79, jakarta, 10510",consumer packaged goods,www.gudanggaramtbk.com,2,62 21 29557000,8
nexans sa,france,"24,962","4 allee de l arche, courbevoie, 92400",industrial goods and machinery,www.nexans.com,4,33 1 78150000,8
korea zinc co ltd,south korea,"1,396","youngpung bldg., 542, gangnam-daero, gangnam-gu, seoul, 06110",metals and mining,www.koreazinc.co.kr,8,82 2 5193416,8
kintetsu world express inc,japan,"17,069","24f, shinagawa intercity tower a, 2-15-1, konan, minato-ku, tokyo, 108-6024",transport and logistics,www.kwe.co.jp,,81 3 68636440,8
hdfc life insurance co ltd,india,"22,059","12th & 13th floor, lodha excelus, apollo, mumbai, 400011",financial services,www.hdfclife.com,15,91 22 67516666,8
chongqing rural commercial bank co ltd,china,"14,767","no. 36 jinshamen road, jiangbei district, chongqing, 400023",financial services,www.cqrcb.com,5,86 23 61110637,8
new world development co ltd,hong kong,"28,000","30f, new world tower, 18 queen's road ce, hong kong",construction,www.nwd.com.hk,7,852  25231056,8
klockner & co se,germany,"7,228","am silberpalais 1, duisburg, 47057",metals and mining,www.kloeckner.com,1,49 203 3070,8
tokyu fudosan holdings corp,japan,"21,276","tk minami aoyama bldg., 2-6-21, minami aoyama, minato-ku, tokyo, 107-0062",construction,www.tokyu-fudosan-hd.co.jp,3,81 3 54141199,8
activision blizzard inc,united states of america,"9,800","2701 olympic boulevard, building b, santa monica, california, 90404",technology and communications,www.activisionblizzard.com,58,1 310 2552000,8
the carlyle group inc,united states of america,"1,850","c/o the carlyle group, 1001 pennsylvania avenue, n.w., washington, washingtond.c., 20004",financial services,www.carlyle.com,12,1 202 7295626,8
orbia advance corp sab de cv,mexico,"24,655","av. paseo de la reforma n. 483 piso 47, cuauhtemoc, 06500",industrial goods and machinery,www.orbia.com,4,52 55 53664000,8
constellation brands inc,united states of america,"10,000","building 100, 207 high point drive, victor, new york, 14564",consumer packaged goods,www.cbrands.com,40,1 585 6787100,8
renesas electronics corp,japan,"20,962","toyosu foresia, 3-2-24, toyosu, koto-ku, tokyo, 135-0061",technology and communications,www.renesas.com/jp/ja,19,81 3 67733000,8
itc ltd,india,"23,829","j. l. nehru road, virginia house, 37, kolkata, west bengal, 700071",consumer packaged goods,www.itcportal.com,50,913322889371,8
companhia siderurgica nacional,brazil,"35,179","av. brigadeiro faria lima, 3400,20 andar, itaim bibi, sao paulo, 04.538-132",metals and mining,www.csn.com.br,4,55 11 30497100,8
barry callebaut ag,switzerland,"13,418","hardturmstrasse 181, zuerich, 8005",consumer packaged goods,www.barry-callebaut.com,11,41 43 2040404,8
chewy inc,united states of america,"21,300","7700 west sunrise boulevard, plantation, florida, 33322",retailing,www.chewy.com,17,1 786 3207111,8
nippon paint holdings co ltd,japan,"30,247","2-1-2, oyodokita, kita-ku, osaka-shi, 531-8511",chemicals,www.nipponpaint-holdings.com,20,81 6 64581111,8
arch capital group ltd,bermuda,"5,200","waterloo house, ground floor, 100 pitts bay road, pembroke, hm08",financial services,www.archgroup.com,23,1 441 2789250,8
petron corp,philippines,"2,665","smc head office complex, 40 san miguel avenue, mandaluyong, 1550",energy and utilities,www.petron.com,433,63 2 88849200,8
yuexiu property co ltd,hong kong,"17,980","26th floor, yue xiu building, 160 lockhart road, wanchai, hong kong",construction,www.yuexiuproperty.com,4,852  25932326,8
chugai pharmaceutical co ltd,japan,"7,664","15f, nihonbashi mitsui tower, 2-1-1, nihonbashi-muro-machi, chuo-ku, tokyo, 103-8324",pharmaceuticals and healthcare,www.chugai-pharm.co.jp,44,81 3 32816611,8
olin corp,united states of america,"7,750","190 carondelet plaza suite 1530, olin corp, clayton, missouri, 63105",chemicals,www.olin.com,7,1 314 4801400,8
suez sa,france,"35,000","tour cb 21 16 place de l'iris, paris-la-defense, ile-de-france, 92040",environmental and waste management services,www.suez.com,,33 1 58812000,8
commercial metals co,united states of america,"12,483","6565 n. macarthur blvd., suite 800, p o box 1046, irving, texas, 75039",metals and mining,www.cmc.com,6,1 214 6894300,8
grupo aval acciones y valores sa,colombia,"68,892","carrera 13 no. 26a - 47, bogota",financial services,www.grupoaval.com,2,57 1 7433222,8
spartannash co,united states of america,"10,100","850 76th st sw, p o box 8700, grand rapids, michigan, 49518",retailing,www.spartannash.com,1,1 616 8782000,8
g4s plc,united kingdom,"490,000","46 gillingham street, pimlico, london, greater london, sw1v1hu",business and consumer services,www.g4s.com,,44 20 87707000,8
jefferies financial group inc,united states of america,"5,556","520 madison ave, new york, 10022-4213",financial services,www.jefferies.com,8,1 212 4601900,8
iliad sa,france,"15,083","16 rue de la ville l eveque, paris, ile-de-france, 75008",technology and communications,www.iliad.fr,,33 1 73502000,9
dana inc,united states of america,"42,300","3939 technology dr, maumee, ohio, 43537-9194",automotive,www.dana.com,2,1 419 8873000,8
foot locker inc,united states of america,"16,555","foot locker, inc., 330 west 34th street, new york, 10001",retailing,www.footlocker-inc.com,3,1 925 9654400,9
brf sa,brazil,"100,000","r jorge tzachel 475, fazenda, itajai, 88.301-600",consumer packaged goods,www.brf-global.com,1,55 47 32494100,9
the hershey co,united states of america,"16,620","rptg & compliance, 100 crystal a drive, p o box 810-external, hershey, pennsylvania, 17033-0810",consumer packaged goods,www.thehersheycompany.com,44,1 717 5344200,9
saudi national bank,saudi arabia,"16,113","king abdulaziz street,  balad area, p.o.box 3555, jeddah, 13519",financial services,www.alahli.com,57,966 1 12999666,8
nvr inc,united states of america,"6,600","suite 500, 11700 plaza america dr., reston, virginia, 20190",construction,www.nvrinc.com,16,1 703 9564000,9
groupe bruxelles lambert sa,belgium,55,"avenue marnix 24, bruxelles, 1000",financial services,www.gbl.be,13,32 2 2891717,9
willis towers watson plc,united kingdom,"44,000","51 lime street, london, ec3m7dq",financial services,www.willistowerswatson.com,27,44 20 31246000,9
united overseas bank ltd,singapore,"24,516","80 raffles place, uob plaza, singapore, 048624",financial services,www.uobgroup.com,37,65 6 2222121,9
suedzucker ag,germany,"18,677","maximilianstrasse 10, mannheim, baden-wurttemberg, 68165",consumer packaged goods,www.suedzuckergroup.com,3,49 621 4210,9
beiersdorf ag,germany,"21,300","unnastrasse 48, hamburg, 20245",consumer packaged goods,www.beiersdorf.de,30,49 40 49090,9
dfi retail group holdings ltd,hong kong,"230,000","11th floor devon house, taikoo place, 979 king's road, quarry bay, hong kong city",retailing,www.dairyfarmgroup.com,4,852  22991888,9
hays plc,united kingdom,"13,234","4th fl, regent's place, 20 triton street, london, nw13bf",business and consumer services,www.haysplc.com,2,44 20 39782520,9
meiji holdings co ltd,japan,"17,336","2-4-16, kyobashi, chuo-ku, tokyo, 104-0031",consumer packaged goods,www.meiji.com,7,81 3 32734001,9
natixis sa,france,"17,491","30, avenue pierre mendes, paris, 75013",financial services,www.natixis.com,,33 1 58323000,9
ana holdings inc,japan,"42,196","shiodome-city center, 1-5-2, higashi-shimbashi, minato-ku, tokyo, 105-7133",transport and logistics,www.ana.co.jp/group,10,81 3 67355555,9
hitachi construction machinery co ltd,japan,"24,987","ueno east tower, 2-16-1, higashi ueno, taito-ku, tokyo, 110-0015",industrial goods and machinery,www.hitachicm.com/global/jp,5,81 3 58268100,9
first pacific co ltd,hong kong,"100,968","24th floor, 8 connaught place central, two exchange square, hong kong",consumer packaged goods,www.firstpacific.com,1,852  28424388,9
the spar group ltd,south africa,"10,385","22 chancery lane, pinetown, 3610",retailing,www.spar.co.za/home,1,27 31 7191900,9
intercontinental exchange inc,united states of america,"8,936","suite 500, 2100 riveredge parkway, atlanta, georgia, 30328",financial services,www.theice.com/index,60,1 770 8574700,9
melrose industries plc,united kingdom,"48,658","1st floor, stratton house, 5 stratton street, london, w1j8la",industrial goods and machinery,www.melroseplc.net,7,44 20 76474500,9
pvh corp,united states of america,"19,000","285 madison avenue, new york, 10017",retailing,www.pvh.com,5,1 212 3813500,9
west japan railway co,japan,"46,779","4-24, shibata 2-chome, kita-ku, osaka-shi, 530-8341",transport and logistics,www.westjr.co.jp,10,81 6 63766060,9
telefonica deutschland holding ag,germany,"7,791","georg-brauchle-ring 50, muenchen, 80992",technology and communications,www.telefonica.de,8,49 89 24420,9
absa group ltd,south africa,"35,074","7th floor, absa towers, west 15 troye street, johannesburg, 2001",financial services,www.absa.africa/absaafrica,9,27 11 3504000,9
kla corp,united states of america,"14,000","three technology drive, milpitas, california, 95035",technology and communications,www.kla.com,58,1 408 8753000,9
first american financial corp,united states of america,"22,233","1 first american way, santa ana, california, 92707",financial services,www.firstam.com,6,1 714 2503000,9
kato sangyo co ltd,japan,"4,282","9-20, matsubara-cho, nishinomiya-shi, hyogo, 662-8543",retailing,www.katosangyo.co.jp,1,81 79 8337650,9
seaboard corp,united states of america,"13,200","9000 west 67th street, shawnee mission, kansas, 66202",consumer packaged goods,www.seaboardcorp.com,4,1 913 6768800,9
shiseido co ltd,japan,"35,318","1-6-2, higashi-shimbashi, minato-ku, tokyo, 105-8310",consumer packaged goods,corp.shiseido.com,19,81 3 35725111,9
raiffeisen bank international ag,austria,"44,338","am stadtpark 9, wien, 1030",financial services,www.rbinternational.com,6,43 1 717070,9
red bull gmbh,austria,"13,610","am brunnen 1, fuschl am see, salzburg, 5330",consumer packaged goods,www.redbull.com,,43 662 66265820,9
china cssc holdings ltd,china,"19,733","15a/f, no.1, pudong avenue, shanghai, 200120",transport and logistics,www.csscholdings.com,15,86 21 68860618,9
computacenter plc,united kingdom,"17,992","operations centre, hatfield avenue, al109tx",technology and communications,www.computacenter.com/uk,3,44 1707 631000,9
bajaj finserv ltd,india,114,"6th floor, bajaj finserv corporate offic, pune, 411014",financial services,www.bajajfinserv.in,26,91 20 30405700,9
south32 ltd,australia,"14,192","level 35, 108 st georges terrace, perth, western australia, 6000",metals and mining,www.south32.net,14,61 8 93249000,9
b braun melsungen ag,germany,"66,234","carl-braun-strae 1, melsungen, hessen, 34212",medical equipment,www.bbraun.com,,49 56 61710,9
london stock exchange group plc,united kingdom,"23,261","10 paternoster square, london, ec4m7ls",financial services,www.lseg.com,51,44 20 77971000,9
daiichi sankyo co ltd,japan,"16,458","daiichi sankyo bldg. a/b kan, 3-5-1, nihombashi hon-cho, chuo-ku, tokyo, 103-8426",pharmaceuticals and healthcare,www.daiichisankyo.co.jp,64,81 3 62251111,9
nippon paper industries co ltd,japan,"16,129","ochanomizu solacity, 4-6, kandasurugadai, chiyoda-ku, tokyo, 101-0062",paper and packaging,www.nipponpapergroup.com,842,81 3 66651111,9
korean reinsurance co,south korea,299,"korean re bldg., 68, jong-ro 5-gil, jongno-gu, seoul, 03151",financial services,koreanre.co.kr,867,82 2 37026000,9
avis budget group inc,united states of america,"21,000","6 sylvan way, parsippany, new jersey, 07054",transport and logistics,avisbudgetgroup.com,8,1 973 4964700,9
paltac corporation,japan,"2,168","2-26, hommachibashi, chuo-ku, osaka-shi, 540-0029",wholesale,www.paltac.co.jp,2,81647931050,9
burlington stores inc,united states of america,"14,803","1830 route 130 north, burlington, new jersey, 08016",retailing,www.burlington.com,14,1 609 3877800,9
secom co ltd,japan,"59,745","1-5-1, jingumae, shibuya-ku, tokyo, 150-0001",business and consumer services,www.secom.co.jp,14,81 3 57758100,9
avichina industry & technology co ltd,china,"46,905","tower a, no. 14 xiaoguandongli, dongcheng district, beijing, 100029",aerospace and defense,www.avichina.com,3,,9
american tower corp,united states of america,"6,378","116 huntington ave, boston, massachusetts, 02116",technology and communications,www.americantower.com,104,1 617 3757500,9
yamazaki baking co ltd,japan,"32,527","yamazaki iwamotocho bldg., 3-10-1, iwamoto-cho, chiyoda-ku, tokyo, 101-8585",consumer packaged goods,www.yamazakipan.co.jp,2,81 3 38643111,9
adani enterprises ltd,india,"1,155","adani house, nr mithakhali six road, navrangpura, ahmedabad, 380009",industrial goods and machinery,www.adanienterprises.com,50,91 79 26565555,9
cheniere energy partners lp,united states of america,"1,550","suite 800, 700 milam st., houston, texas, 77002",energy and utilities,cqpir.cheniere.com,26,1 713 3755000,9
president chain store corp,taiwan,"43,950","2f, 65 tung hsing road, sinyi district, taipei, 105",retailing,www.7-11.com.tw,9,886 2 27478711,9
